track_id,track_name,track_artist,lyrics,track_album_name,playlist_name,playlist_genre
02H05NlKnwFQREf0qu89AL,Compound,Trellion,"Bubblegum ice pop (what else?) Pinky ring dancing with the lights off Dock the yacht for the summer (uh huh) Collect the dough from my runners Money has become him You gotta love it Bulletproof hummer with the turret (ra ka ka ka) I'm getting dumber by the second They thought they had the guy But they couldn't find the weapon (no) Keep it in a safe behind the painting Trying to put a name to the face behind the painting (yep) And if you don't say that I'm the greatest that's a major violation And you'll face annihilation (ra ka ka ka) 60k plus in the polly (what else?) By the way, tell your bitch bring a brolly (I'm the Rainman) I just caught me a body (uh huh) I'm sorry, but, I'm not sure if I'm sorry Definitely not Not at all Because there are strange wonders there Because there will be scarlet sunsets over barren wastes And in the star strewn night, the thin, cold air of a dying world Stirring in restless sighs across the valleys﻿ PP capo (uh huh) They thought they saw a light on at the château (They're seeing things) Money counter playing up again I broke the bank at El Paso Trell Chapo (sweg) I ain't tryna live right (no) I don't wanna slap you, but, my bitch might Swiss flick knife Jab it in your windpipe Shed a thug's tear, but I'm happy on the inside (so happy) Mind where you're fishing Special cloth alert, they're tryna pirate the stitching It's my way, or the high—Yeah, I'm tripping On Route 66, highway emissions (skrrt) Pull up in your dad's Chevy Fucks to give, I don't have any I saw the stairway to Heaven leading way above They call me Little Heart Attack, I couldn't make it up",Compound,Alternative Hip Hop,rap
02jcEwywffn3Tsb48fXmlW,Get the Party Started,P!nk,"I'm comin' up, so you better get this party started I'm comin' up, so you better get this party started Get the party started on a Saturday night Everybody's waiting for me to arrive Sending out the message to all of my friends We'll be looking flashy in my Mercedes Benz I got lots of style, check my gold diamond rings I can go for miles if you know what I mean I'm comin' up, so you better get this party started (I'm comin' up, I'm comin') I'm comin' up, so you better get this party started Pumping up the volume, breaking down to the beat Cruising through the west side, we'll be checking the scene Boulevard is freaking as I'm coming up fast I'll be burning rubber, you'll be kissing my ass Pull up to the bumper, get out of the car License plate says, ""Stunner: #1 Superstar"" I'm comin' up, so you better get this party started (I'm comin' up, so you better) I'm comin' up, so you better get this party started Get this party started Making my connection as I enter the room Everybody's chillin' as I set up the groove Pumping up the volume with this brand new beat Everybody's dancing and they're dancing for me I'm your operator, you can call anytime I'll be your connection to the party line I'm comin' up, so you better get this party started (I'm comin' up, I'm comin') I'm comin' up, so you better get this party started (I'm comin' up, I'm comin') I'm comin' up, so you better get this party started (I'm comin' up, so you better) I'm comin' up, so you better get this party started Get this party started (Ooh) Get this party started right now Get this party started (Ooh) Get this party started Get this party started right now",M!ssundaztood (Expanded Edition),post-teen pop,pop
02jdttpwvUBvKdzHkoL644,Stray Lines,Mishaal,Shit don't matter we just walking through a memory Baby I'm nauseous And maybe I caused this It's all from me Walking through the stray lines Shit don't matter we just thinking all that we can keep Baby I'm cautious I'm all out of options I'm no good for me Walking through the stray lines You said it's dark in the sunlight I kept you close in the moonlight You saw no stars in the night time I saw no sun but it's alright Darling you know that here I belong Shit don't matter we just walking through a memory Baby I'm nauseous And maybe I caused this It's all from me Walking through the stray lines Shit don't matter we just thinking all that we can keep Baby I'm cautious I'm all out of options I'm no good for me Walking through the stray lines Sick of being tired So run around the fire I'll burn myself to ashes Just trying to get me higher Sick of being sorry So empty out my worries Till we're all in a hurry But don't know where we're going Sick of being tired So run around the fire I'll burn myself to ashes Just trying to get me higher Sick of being sorry So empty out my worries Till we're all in a hurry But don't know where we're going Shit don't matter we just walking through a memory Baby I'm nauseous And maybe I caused this It's all from me Walking through the stray lines Shit don't matter we just thinking all that we can keep Baby I'm cautious I'm all out of options I'm no good for me Walking through the stray lines,Stray Lines,Pop Hits 2000-2019,edm
02kdNcUqZRgXwQiYr92gZW,On Fire,Carmada,"NA The hotter the flame, the colder we get The faster we start, the slower we end So I waited my turn Have to suck it up, it's hard to digest It's all bottled up, somewhere in my chest Can't I get a hold of the lighter ‘Cause I'm feelin' heavy, that's how you left me I'm up in clouds, I don't know how I let you fuck me Oo you're on fire You're bad for me, fortunately you take me higher The warmer your touch, the calmer I feel You wear me out but I volunteer‘Cause that's all that we'll be I know too much, but give into the thrill Adrenaline rush, I forget how I feel But you still set me free ‘Cause I'm feelin' heavy, that's how you left me I'm up in clouds, I don't know how I let you fuck me Oo you're on fire You're bad for me, fortunately you take me higher ‘Cause I'm feelin' heavy, that's how you left me I'm up in clouds, I don't know how I let you fuck me Oo you're on fire You're bad for me, fortunately you take me higher",Realise,Indie Poptimism!,pop
02lvTeAFIIsOd0wVNoRkQ5,Who Needs You - Remastered 2011,Queen,"I make it half past six, you come at seven Always try to keep me hanging round You little spoilt thing, girl, you kept me waiting Never contemplating my point of view This comes as no surprise I'm a fool for I believed your lies But now I've seen through your disguise Who needs, well, I don't need Who needs you? Oh, I believed you Went on my knees to you How I trusted you But you turned me down But it's dog eat dog in this rat race And it leaves you bleeding lying flat on your face Reaching out reaching out for a helping hand (Where is that helping hand?) Oh, muchachos I like it, I like it Well, I don't need you How I was pushed around Don't let it get you down You walked all over me But don't you ever give in Taking one step forward slipping two steps back There's an empty feeling that you can't forget Reaching out for a helping hand When I met you, you were always charming Couldn't sleep at night 'till you were mine You were, oh, so, so sophisticated Never interested in what I'd say I had to swallow my pride So naive you took me for a ride But now I'm the one to decide Who needs, well, I don't need Who needs you?",News Of The World (2011 Remaster),The Queen - La Discografia Completa,rock
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,"Shoulders sideways, smack it, smack it in the air Legs movin' side to side, smack it in the air Legs movin' side to side, smack you  in the air Shoulders sideways, smack it, smack it in the air Smack it, smack it in the air, legs movin' side to side Smack it, smack it in the air; smack it, smack it in the air Wave your hands side to side, put it in the air Wave your hands side to side, put it in the air Clap, clap, clap like you don't care Smack that, clap, clap, clap, like you don't care(I know you care) Clap, clap, clap, clap, clap it Foot up, my foot up, hold up now my foot up I'm spinnin' my foot up, foot up yeah my foot up I'm spinnin' my foot up, put my foot down yeah my hands up My hands up, my hands up (flexin') flexin' while my hands up My hands up, my hands up, I stand up with my hands up Then I put up, my hands up, I put up, my hands up I put up, my hands up then I'm spinnin' all my hands up (spinnin') Spinnin' while my hands up (spinnin') spinnin' while my hands up (spinnin') Spinnin' while my hands up then I'm tippin' all my hands up Spinnin', I'm spinnin', I'm spinnin' while my hands up I'm spinnin', I'm spinnin', I'm spinnin' while my hands up(Drank) Hold that cup like alcohol, oh let go like alcohol Hold that cup like alcohol, don't you drop that alcohol Never drop that alcohol, never drop that alcohol I know you thinkin' about alcohol, I know I'm thinkin' bout that alcohol Man this here like rollin' dice, man this here like rollin' dice Seven eleven, seven eleven, seven twice, man seven twice Man it feel like rollin' dice, man this feel like rollin' dice Man it feel like rollin' dice, seven twice, seven twice Girl I'm tryna kick it with ya, girl I'm tryna kick it with ya Man I'm tryna kick it with ya, my feet up, I kick it with ya Man I swear I kick it with ya, girl I wanna kick it with ya Man I know I kick it with ya, yeah I spin around and I kick it with ya Shoulders sideways, smack it, smack it in the air Legs movin' side to side, smack it in the air Legs movin' side to side, smack you  in the air Shoulders sideways, smack it, smack it in the air Smack it, smack it in the air, legs movin' side to side Smack it, smack it in the air; smack it, smack it in the air Wave your hands side to side, put it in the air Wave your hands side to side, put it in the air Clap, clap, clap like you don't care Smack that, clap, clap, clap, like you don't care(I know you care) Wave ya hands side to side Wave ya hands side to side Wave ya hands from side to side Wave ya hands side to side Ooh wee BB freaky deaky, think me see she pink bikini Rock that kufi, dye dashiki, Nefertiti, edges kinky Sweatin' out my blow out, sweatin' out my presses This trick about to go off, mad cause I'm so fresh Fresher than you, I'm fresher than you Fresher than you, oh Shoulders sideways, smack it, smack it in the air Legs movin' side to side, smack it in the air Legs movin' side to side, smack you  in the air Shoulders sideways, smack it, smack it in the air Smack it, smack it in the air, legs movin' side to side Smack it, smack it in the air; smack it, smack it in the air Wave your hands side to side, put it in the air Wave your hands side to side, put it in the air Clap, clap, clap like you don't care Smack that, clap, clap, clap, like you don't care(I know you care) Clap, clap, clap, clap, clap it Foot up, my foot up, hold up now my foot up I'm spinnin' my foot up, foot up yeah my foot up I'm spinnin' my foot up, put my foot down yeah my hands up My hands up, my hands up (flexin') flexin' while my hands up My hands up, my hands up, I stand up with my hands up Then I put up, my hands up, I put up, my hands up I put up, my hands up then I'm spinnin' all my hands up (spinnin') Spinnin' while my hands up (spinnin') spinnin' while my hands up (spinnin') Spinnin' while my hands up then I'm tippin' all my hands up Spinnin', I'm spinnin', I'm spinnin' while my hands up I'm spinnin', I'm spinnin', I'm spinnin' while my hands up(Drank) Hold that cup like alcohol, oh let go like alcohol Hold that cup like alcohol, don't you drop that alcohol Never drop that alcohol, never drop that alcohol I know you thinkin' about alcohol, I know I'm thinkin' bout that alcohol Man this here like rollin' dice, man this here like rollin' dice Seven eleven, seven eleven, seven twice, man seven twice Man it feel like rollin' dice, man this feel like rollin' dice Man it feel like rollin' dice, seven twice, seven twice Girl I'm tryna kick it with ya, girl I'm tryna kick it with ya Man I'm tryna kick it with ya, my feet up, I kick it with ya Man I swear I kick it with ya, girl I wanna kick it with ya Man I know I kick it with ya, yeah I spin around and I kick it with ya Shoulders sideways, smack it, smack it in the air Legs movin' side to side, smack it in the air Legs movin' side to side, smack you  in the air Shoulders sideways, smack it, smack it in the air Smack it, smack it in the air, legs movin' side to side Smack it, smack it in the air; smack it, smack it in the air Wave your hands side to side, put it in the air Wave your hands side to side, put it in the air Clap, clap, clap like you don't care Smack that, clap, clap, clap, like you don't care(I know you care) Wave ya hands side to side Wave ya hands side to side Wave ya hands from side to side Wave ya hands side to side Ooh wee BB freaky deaky, think me see she pink bikini Rock that kufi, dye dashiki, Nefertiti, edges kinky Sweatin' out my blow out, sweatin' out my presses This trick about to go off, mad cause I'm so fresh Fresher than you, I'm fresher than you Fresher than you, oh Shoulders sideways, smack it, smack it in the air Legs movin' side to side, smack it in the air Legs movin' side to side, smack you  in the air Shoulders sideways, smack it, smack it in the air Smack it, smack it in the air, legs movin' side to side Smack it, smack it in the air; smack it, smack it in the air Wave your hands side to side, put it in the air Wave your hands side to side, put it in the air Clap, clap, clap like you don't care Smack that, clap, clap, clap, like you don't care(I know you care) Clap, clap, clap, clap, clap it Foot up, my foot up, hold up now my foot up I'm spinnin' my foot up, foot up yeah my foot up I'm spinnin' my foot up, put my foot down yeah my hands up My hands up, my hands up (flexin') flexin' while my hands up My hands up, my hands up, I stand up with my hands up Then I put up, my hands up, I put up, my hands up I put up, my hands up then I'm spinnin' all my hands up (spinnin') Spinnin' while my hands up (spinnin') spinnin' while my hands up (spinnin') Spinnin' while my hands up then I'm tippin' all my hands up Spinnin', I'm spinnin', I'm spinnin' while my hands up I'm spinnin', I'm spinnin', I'm spinnin' while my hands up(Drank) Hold that cup like alcohol, oh let go like alcohol Hold that cup like alcohol, don't you drop that alcohol Never drop that alcohol, never drop that alcohol I know you thinkin' about alcohol, I know I'm thinkin' bout that alcohol Man this here like rollin' dice, man this here like rollin' dice Seven eleven, seven eleven, seven twice, man seven twice Man it feel like rollin' dice, man this feel like rollin' dice Man it feel like rollin' dice, seven twice, seven twice Girl I'm tryna kick it with ya, girl I'm tryna kick it with ya Man I'm tryna kick it with ya, my feet up, I kick it with ya Man I swear I kick it with ya, girl I wanna kick it with ya Man I know I kick it with ya, yeah I spin around and I kick it with ya Shoulders sideways, smack it, smack it in the air Legs movin' side to side, smack it in the air Legs movin' side to side, smack you  in the air Shoulders sideways, smack it, smack it in the air Smack it, smack it in the air, legs movin' side to side Smack it, smack it in the air; smack it, smack it in the air Wave your hands side to side, put it in the air Wave your hands side to side, put it in the air Clap, clap, clap like you don't care Smack that, clap, clap, clap, like you don't care(I know you care) Wave ya hands side to side Wave ya hands side to side Wave ya hands from side to side Wave ya hands side to side Ooh wee BB freaky deaky, think me see she pink bikini Rock that kufi, dye dashiki, Nefertiti, edges kinky Sweatin' out my blow out, sweatin' out my presses This trick about to go off, mad cause I'm so fresh Fresher than you, I'm fresher than you Fresher than you, oh Shoulders sideways, smack it, smack it in the air Legs movin' side to side, smack it in the air Legs movin' side to side, smack you  in the air Shoulders sideways, smack it, smack it in the air Smack it, smack it in the air, legs movin' side to side Smack it, smack it in the air; smack it, smack it in the air Wave your hands side to side, put it in the air Wave your hands side to side, put it in the air Clap, clap, clap like you don't care Smack that, clap, clap, clap, like you don't care(I know you care) Clap, clap, clap, clap, clap it Foot up, my foot up, hold up now my foot up I'm spinnin' my foot up, foot up yeah my foot up I'm spinnin' my foot up, put my foot down yeah my hands up My hands up, my hands up (flexin') flexin' while my hands up My hands up, my hands up, I stand up with my hands up Then I put up, my hands up, I put up, my hands up I put up, my hands up then I'm spinnin' all my hands up (spinnin') Spinnin' while my hands up (spinnin') spinnin' while my hands up (spinnin') Spinnin' while my hands up then I'm tippin' all my hands up Spinnin', I'm spinnin', I'm spinnin' while my hands up I'm spinnin', I'm spinnin', I'm spinnin' while my hands up(Drank) Hold that cup like alcohol, oh let go like alcohol Hold that cup like alcohol, don't you drop that alcohol Never drop that alcohol, never drop that alcohol I know you thinkin' about alcohol, I know I'm thinkin' bout that alcohol Man this here like rollin' dice, man this here like rollin' dice Seven eleven, seven eleven, seven twice, man seven twice Man it feel like rollin' dice, man this feel like rollin' dice Man it feel like rollin' dice, seven twice, seven twice Girl I'm tryna kick it with ya, girl I'm tryna kick it with ya Man I'm tryna kick it with ya, my feet up, I kick it with ya Man I swear I kick it with ya, girl I wanna kick it with ya Man I know I kick it with ya, yeah I spin around and I kick it with ya Shoulders sideways, smack it, smack it in the air Legs movin' side to side, smack it in the air Legs movin' side to side, smack you  in the air Shoulders sideways, smack it, smack it in the air Smack it, smack it in the air, legs movin' side to side Smack it, smack it in the air; smack it, smack it in the air Wave your hands side to side, put it in the air Wave your hands side to side, put it in the air Clap, clap, clap like you don't care Smack that, clap, clap, clap, like you don't care(I know you care) Wave ya hands side to side Wave ya hands side to side Wave ya hands from side to side Wave ya hands side to side Ooh wee BB freaky deaky, think me see she pink bikini Rock that kufi, dye dashiki, Nefertiti, edges kinky Sweatin' out my blow out, sweatin' out my presses This trick about to go off, mad cause I'm so fresh Fresher than you, I'm fresher than you Fresher than you, oh",BEYONCÉ [Platinum Edition],ELECTROPOP,pop
02MjAy2BTPTdqO19O5VtHO,Getting Away With Murder,Papa Roach,"Somewhere beyond happiness and sadness I need to calculate What creates my own madness And I'm addicted to your punishment And you're the master And I am waiting for disaster I feel irrational So confrontational To tell the truth I am Getting away with murder It isn't possible To never tell the truth But the reality is I'm getting away with murder Getting away, getting away, getting away I drink my drink and I don't even want to I think my thoughts when I don't even need to I never look back because I don't even want to And I don't need to Because I'm getting away with murder I feel irrational So confrontational To tell the truth I am Getting away with murder It isn't possible To never tell the truth But the reality is I'm getting away with murder With murder With murder With murder Somewhere beyond happiness and sadness I need to calculate What creates my own madness And I'm addicted to your punishment And you're the master And I am craving this disaster I feel irrational So confrontational To tell the truth I am Getting away with murder It isn't possible To never tell the truth But the reality is I'm getting away with murder I feel irrational So confrontational To tell the truth I am Getting away with murder It isn't possible To never tell the truth But the reality is I'm getting away with murder",To Be Loved: The Best Of Papa Roach (Edited Version),New Hard Rock,rock
02mJtllR8CoskckLlrirNV,Smile - Years Remix,Galantis,"Smile Show me where it hurts, cause you Ain't got nothing to worry about I said smile No matter what you heard There's a paler shade of grey, my friend So smile, cause you Ain't got nothing to worry about Anything at all, you don't know anything at all So smile, cause you Ain't got nothing to worry about Anything at all, you don't know anything at all Smile, cause you Ain't got nothing to worry about Anything at all, you don't know anything at all Smile I said smile Smile I said smile Smile So smile, cause you Ain't got nothing to worry about Anything at all, you don't know anything at all Smile, cause you Ain't got nothing to worry about Anything at all, you don't know anything at all Smile So smile I said smile Smile I said smile",Galantis Remixes EP,Vocal House,edm
02pf9lLM8Nb8l4u4ts1GWb,My Nigga,YG,"Mustard on the beat I said that I'ma ride for my motherfuckin' niggas Most likely I'ma die with my finger on the trigger I've been grindin' outside all day with my niggas And I ain't goin' in unless I'm with my niggas My nigga, my nigga (My nigga, my nigga) My nigga, my nigga (My muthafucking niggas!) My nigga, my nigga (My nigga, my nigga) My nigga, my nigga First thing's first I love all my niggas This rap shit cracked and I involve my niggas You lookin' for some lean, lemme call my nigga He sell it for the high, I need all mines nigga Some niggas smoke smoke, some niggas drink drank Got niggas on the block with the Glock that don't think I said, ""that's a nigga back up,"" they in a bucket lapped up I got to act right if you niggas wanna act up He talkin' like a snitch, no, that ain't my nigga He trippin' off a bitch, no, that ain't my nigga Take a nigga case, yeah that's my nigga Know him since I was eight, yeah that's my nigga Fucked my first bitch, passed her to my nigga Hit my first lick, passed with my nigga (My nigga) Fuck them other niggas 'cause I'm down for my niggas I ride for my niggas, fuck them other niggas I said that I'ma ride for my motherfuckin' niggas Most likely I'ma die with my finger on the trigger I've been grindin' outside all day with my niggas And I ain't goin' in unless I'm with my niggas My nigga, my nigga (Dope boys, my nigga) My nigga, my nigga (YG my niggas!) My nigga, my nigga (My nigga, my nigga) My nigga, my nigga (It's the muthafucking niggas) Just know I'm down with the niggas down for me I got two words for you, love and loyalty It was me and my nigga, trippin' on a half a B Then we used to hit a mall and buy everything we see Me and my down ass nigga get twisted Nigga get to trippin', knock the gravy out your biscuit Just know I fucked with you the long way, my nigga So when I see you out I'm like, ""Hey, my nigga!""Drink that act right by the case, my niggas Drink that act right and get straight with my niggas Me and my nigga ridin' dirty tryna chase them figures Who got the yopper, who got the yola? Don't matter, go figure I said that I'ma ride for my motherfuckin' niggas Most likely I'ma die with my finger on the trigger I've been grindin' outside all day with my niggas And I ain't goin' in unless I'm with my niggas My nigga, my nigga My nigga, my nigga (My muthafucking niggas!) My nigga, my nigga (My nigga, my nigga) My nigga, my nigga My nigga got cake, my nigga got weight My nigga fronted me, he the reason I'm straight My nigga got a house, my nigga got a lake My nigga we eatin', my nigga get a plate And we're still hittin' licks, my nigga, my nigga Runnin' off a nigga shit, my nigga, my nigga I fucked a nigga bitch with my nigga, my nigga If a nigga talkin' shit then he ain't my nigga My nigga, my nigga (My nigga, my nigga) YG my nigga and I ain't goin' in, ain't tryna leave my niggas Shawty seein' me and want to leave with a nigga But it wasn't enough room cause I came with my niggas My niggas, my niggas I need a set of wings cause I'm too fly, nigga And I'm all about my business like a suit and tie nigga I ride for my niggas (Believe that) I said that I'ma ride for my motherfuckin' niggas Most likely I'ma die with my finger on the trigger I've been grindin' outside all day with my niggas And I ain't goin' in unless I'm with my niggas My nigga, my nigga My nigga, my nigga (My muthafucking niggas!) My nigga, my nigga (My nigga, my nigga) My nigga, my nigga My nigga, my nigga My nigga, my nigga My nigga, my nigga Yeah...",My Krazy Life (Deluxe),post teen pop,pop
02PiwfcW4LuKxhDi3JfH01,Don't Look Down (feat. Blake Young),CASS,"Mama told me the truth Daddy ain't make me to lose Yeah I know I see the news But she gave me some different views That's why we speak today Giving strength to the weak today Be free today Just wanna help you see the way Don't look down, take that leap of faith I got a new life I got a new light that's in my eyes It's no surprise My hope is coming from the skies Look around My feet is almost off the ground I heard that trumpet sound and now I'm never looking down My mama told me Always keep your head up Don't look down My mama told me Always keep your head up Don't look down Take a good look ahead See beyond what you see Live your life instead Go nowhere but up from here Always keep your head up Don't look down Don't look down Where you tend to look is where you tend to go Reaching for the stars through this telescope Looking all the way up, 'cause you know what's above There's no point looking down I got a new life I got a new light that's in my eyes It's no surprise My hope is coming from the skies Look around My feet is almost off the ground I heard that trumpet sound and now I'm never looking down My mama told me Always keep your head up Don't look down My mama told me Always keep your head up Don't look down Take a good look ahead See beyond what you see Live your life instead Go nowhere but up from here Always keep your head up Don't look down Don't look down I got a new life I got a new light that's in my eyes It's no surprise My hope is coming from the skies Look around My feet is almost off the ground I heard that trumpet sound and now I'm never looking, never-never looking... Take a good look ahead See beyond what you see Live your life instead Go nowhere but up from here Always keep your head up Don't look down Don't look down",Don't Look Down (feat. Blake Young),CHRISTIAN ELECTRO / DANCE / EDM,edm
02q7qbOYbE89NMFEtOklcc,Unity,Dimitri Vegas & Like Mike,"Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front, front, front Front, front, front, front... And we make the beat go! Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front, front, front Front, front, front, front... And we make the beat go! Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front Front, front Front, front Front, front Front, front, front, front... And we make the beat go! Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front, front, front Front, front, front, front... And we make the beat go! Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front, front, front Front, front, front, front... And we make the beat go! Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front Front, front Front, front Front, front Front, front, front, front... And we make the beat go! Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front, front, front Front, front, front, front... And we make the beat go! Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front, front, front Front, front, front, front... And we make the beat go! Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front to the back Front, front Front, front Front, front Front, front Front, front, front, front... And we make the beat go!",Unity,Crossfit‏‏​​   ‍,edm
02Qo5DFgoGTiBGo4ZUvjXm,pete davidson,Ariana Grande,"Mmm, yeah, yuh I thought you into my life (Whoa), look at my mind (Yuh) No better place or a time, (Look) how they align Universe must have my back, fell from the sky into my lap And I know you know that you're my soulmate and all that I'm like ooh, ooh, my whole life got me ready for you, ooh, ooh Got me happy, happy I'ma be happy, happy, yeah I'ma be happy, happy Won't get no crying from me, yeah Gonna be happy, happy I'ma be happy, happy I'ma be happy, happy, yeah Gonna be happy, happy I'ma be happy, happy I'ma be happy, happy, yeah Gonna be happy, happy I'ma be happy, happy I'ma be happy, happy",Sweetener,Post Teen Pop,pop
02rbSCTm2smTIZ6d8im2NP,This Is How We Party (with Icona Pop),R3HAB,"I jump the line And you're always waiting for me It's who I am And you're in my territory I go, go, go, we get it on, yeah I'm chemical, just getting started Get low, low, low, it's all that you wanted You got what you wanted, don't you know that This is how we party, foolin' with your body Come on everybody, you can't get enough of me This is how we party, foolin' with your body Don't know how it started, you can't get enough of me You can't get enough of me You can't get enough of me Don't waste my time Follow me now or never (Follow me now or never) Just close your eyes To see what's inside together I go, go, go, we get it on, yeah I'm chemical, just getting started Get low, low, low, it's all that you wanted You got what you wanted, don't you know that This is how we party, foolin' with your body Come on everybody, you can't get enough of me This is how we party, foolin' with your body Don't know how it started, you can't get enough of me You can't get enough of me You can't get enough of me This is how we party, foolin' with your body Come on everybody, you can't get enough of me This is how we party, foolin' with your body Don't know how it started, you can't get enough of me",This Is How We Party (with Icona Pop),Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,edm
02SUyCzxfqllXeEUqVNMVv,Tokyo,Lianne La Havas,"I am neon Cold neon Not a mystery All I've ever known is How to be alone It comes naturally Oh baby, can I hold you? Such a cold, cold night I thought I wouldn't need to I've got my neon lights I'm longing just to feel you To know that it's alright Oh baby, baby, baby, baby I'm out of sight I'm out of my mind Alone in Tokyo You're out of my reach Wrong place, wrong time Alone in Tokyo Here I go again To and fro again Overnight delivery Grew a thicker skin Now it's wearing thin You can see right into me, oh Oh baby, can I hold you? It's a cold, cold night I thought I wouldn't need to I've got my neon lights If only just to feel you To know that it's alright Oh baby, baby, baby, baby I'm out of sight I'm out of my mind Alone in Tokyo You're out of my reach Wrong place, wrong time Alone in Tokyo I'm out of sight Going out of my mind Alone in Tokyo You're out of my reach Wrong place, wrong time Alone in Tokyo Oh, oh Oh, in Tokyo I'm out of sight, I'm out of my mind You're out of my reach, wrong place, wrong time",Blood,Neo-Jazz Soul RnB & Afro,r&b
02tvc9CFnTyHuSRlGeNv9w,Corduroy Dreams,Rex Orange County,"How could I ignore you? Trust me I adore you We're swimming through our dreams Kiss me in the shower For a couple hours Though we're only sixteen And sit down beside me Don't call me daddy Cause that's just fucking weird Promise that you'll stay here You and I can lay here Until the end of time But girl, well don't you worry about me It ain't new to me, feeling this lonely (Darling) Girl, don't worry about me But if you're ever unhappy Then maybe, baby, I must let you go Let you go Baby, now it's best here, to lay me down and rest here Let's dream of Corduroy Work for what you love to do and I will watch right over you With your heart, I'll never toy And you're the other half of me Drink and sleep and laugh with me Save me from myself See I'm a fucking basket-case Until I'm able to see your face You saved me from myself But girl, don't worry about me Cause it ain't new to me, feeling this lonely Darling baby, girl, don't worry about me Cause if you're ever unhappy, if you're ever unhappy If you're ever, ever unhappy Then maybe, maybe baby I must let you go",Bcos U Will Never B Free,indie poptimism,pop
02uRToy7bttYcKCO3vIStA,Hit That Jive,Gramatik,"Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Time and time waits for no man And I ain't got time to shake your hand Hit that jive, Jack Put it in your pocket till I get back Going downtown to see a man And I ain't got time to shake your hand",SB2,Electro Swing,edm
